,destination region,source region,descendant tips,source node,# descendants,date_midbranch
0,GA,NON_GA,"['|GA-EHC-064L', 'hCoV-19/USA/GA_1621/2020|EPI_ISL_424858|2020-03-04']",NODE_0002642,2,2020.1617589145585
1,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2379/2020|EPI_ISL_604693|2020-03-16', 'hCoV-19/USA/GA-QDX-2421/2020|EPI_ISL_604696|2020-03-16', '|GA-EHC-031E', 'hCoV-19/USA/GA-QDX-1073/2020|EPI_ISL_571823|2020-03-18', 'hCoV-19/USA/GA-QDX-2235/2020|EPI_ISL_604530|2020-03-15', 'hCoV-19/USA/GA-QDX-2511/2020|EPI_ISL_604780|2020-03-13', 'hCoV-19/USA/GA-QDX-575/2020|EPI_ISL_571287|2020-03-17']",NODE_0000121,7,2020.1707650278222
2,GA,NON_GA,"['hCoV-19/USA/GA-QDX-2558/2020|EPI_ISL_604782|2020-03-14', '|GA-EHC-036J']",NODE_0003014,2,2020.17633095387
3,GA,NON_GA,"['|GA-EHC-050X', 'hCoV-19/USA/GA-QDX-1762/2020|EPI_ISL_604026|2020-03-16']",NODE_0001009,2,2020.1678227588334
4,GA,NON_GA,"['|GA-EHC-114K', 'hCoV-19/USA/GA-CDC-8816/2020|EPI_ISL_452120|2020-03-21', '|GA-EHC-055C', 'hCoV-19/USA/GA-UW-MAYO62/2020|EPI_ISL_500514|2020-03-18', '|GA-EHC-115L']",NODE_0001132,5,2020.1707650278222
5,GA,NON_GA,['hCoV-19/USA/GA-QDX-684/2020|EPI_ISL_571429|2020-03-17'],NODE_0004254,1,2020.2058983333943
6,GA,NON_GA,"['|GA-EHC-034H', '|GA-EHC-049W']",NODE_0001842,2,2020.197471485555
7,GA,NON_GA,['hCoV-19/USA/GA-QDX-2209/2020|EPI_ISL_604528|2020-03-15'],NODE_0001668,1,2020.176706712682
8,GA,NON_GA,['|GA-EHC-083E'],NODE_0000991,1,2020.1229026702797
9,GA,NON_GA,"['hCoV-19/USA/GA-QDX-581/2020|EPI_ISL_571292|2020-03-18', '|GA-EHC-041O', '|GA-EHC-110F', '|GA-EHC-112H']",NODE_0001427,4,2020.176724386904
10,GA,NON_GA,"['hCoV-19/USA/GA_2741/2020|EPI_ISL_419556|2020-02-29', 'hCoV-19/USA/GA_2742/2020|EPI_ISL_419557|2020-02-29']",NODE_0003065,2,2020.156366227377
11,GA,NON_GA,['hCoV-19/USA/GA-QDX-2426/2020|EPI_ISL_604698|2020-03-16'],NODE_0004157,1,2020.178037484457
12,GA,NON_GA,['|GA-EHC-016P'],NODE_0001455,1,2020.1994386355586
13,GA,NON_GA,['hCoV-19/USA/GA-USAFSAM-S102/2020|EPI_ISL_812330|2020-03-22'],NODE_0003586,1,2020.208960282254
14,GA,NON_GA,['hCoV-19/USA/GA_1299/2020|EPI_ISL_420787|2020-03-03'],NODE_0002489,1,2020.1597946447678
15,GA,NON_GA,"['|GA-EHC-038L', '|GA-EHC-035I', '|GA-EHC-108D', 'hCoV-19/USA/GA_1445/2020|EPI_ISL_420788|2020-03-04', 'hCoV-19/USA/GA-QDX-2461/2020|EPI_ISL_604779|2020-03-14', '|GA-EHC-037K', 'hCoV-19/USA/GA_1847/2020|EPI_ISL_424859|2020-03-05', 'hCoV-19/USA/GA-QDX-2443/2020|EPI_ISL_604778|2020-03-13', 'hCoV-19/USA/GA_2070/2020|EPI_ISL_426417|2020-03-07', 'hCoV-19/USA/GA_1320/2020|EPI_ISL_420786|2020-03-03', 'hCoV-19/USA/GA-CDC-8427/2020|EPI_ISL_594456|2020-03-06', 'hCoV-19/USA/GA-QDX-2158/2020|EPI_ISL_604451|2020-03-14', 'hCoV-19/USA/GA_2343/2020|EPI_ISL_424864|2020-03-10', '|GA-EHC-060H', 'hCoV-19/USA/GA_2118/2020|EPI_ISL_424861|2020-03-08', 'hCoV-19/USA/GA-QDX-2553/2020|EPI_ISL_604781|2020-03-14', '|GA-EHC-042P', 'hCoV-19/USA/GA-QDX-53/2020|EPI_ISL_467849|2020-03-13', 'hCoV-19/USA/GA-QDX-2259/2020|EPI_ISL_604531|2020-03-13', '|GA-EHC-040N', '|GA-EHC-111G', 'hCoV-19/USA/GA-QDX-2196/2020|EPI_ISL_604527|2020-03-13', 'hCoV-19/USA/GA-CDC-2059/2020|EPI_ISL_452125|2020-03-07', 'hCoV-19/USA/GA-QDX-2150/2020|EPI_ISL_604450|2020-03-14', 'hCoV-19/USA/GA-QDX-579/2020|EPI_ISL_571290|2020-03-16', '|GA-EHC-113J', '|GA-EHC-097S', 'hCoV-19/USA/GA-QDX-2442/2020|EPI_ISL_604777|2020-03-13', 'hCoV-19/USA/GA-QDX-2115/2020|EPI_ISL_604449|2020-03-14', '|GA-EHC-054B', '|GA-EHC-022V', 'hCoV-19/USA/GA-QDX-578/2020|EPI_ISL_571289|2020-03-17', '|GA-EHC-043Q', '|GA-EHC-044R', 'hCoV-19/USA/GA-QDX-594/2020|EPI_ISL_571295|2020-03-18', 'hCoV-19/USA/GA-QDX-2571/2020|EPI_ISL_604931|2020-03-14', 'hCoV-19/USA/GA-QDX-2425/2020|EPI_ISL_604697|2020-03-16', '|GA-EHC-009I', 'hCoV-19/USA/GA-QDX-1742/2020|EPI_ISL_604025|2020-03-16', 'hCoV-19/USA/GA-QDX-582/2020|EPI_ISL_571293|2020-03-17', 'hCoV-19/USA/GA-QDX-2420/2020|EPI_ISL_604695|2020-03-16', '|GA-EHC-023W', '|GA-EHC-052Z', 'hCoV-19/USA/GA-UW-MAYO63/2020|EPI_ISL_501074|2020-03-20', 'hCoV-19/USA/GA-UW-MAYO64/2020|EPI_ISL_500515|2020-03-22', 'hCoV-19/USA/GA-QDX-1771/2020|EPI_ISL_604027|2020-03-16', 'hCoV-19/USA/GA-QDX-2219/2020|EPI_ISL_604529|2020-03-15', '|GA-EHC-033G', 'hCoV-19/USA/GA-QDX-1717/2020|EPI_ISL_604024|2020-03-16', 'hCoV-19/USA/GA-QDX-2367/2020|EPI_ISL_604692|2020-03-16', '|GA-EHC-086H', '|GA-EHC-032F', '|GA-EHC-080B', 'hCoV-19/USA/GA-QDX-2388/2020|EPI_ISL_604694|2020-03-16', '|GA-EHC-117N', 'hCoV-19/USA/GA-UW-MAYO61/2020|EPI_ISL_500513|2020-03-17', 'hCoV-19/USA/GA-QDX-597/2020|EPI_ISL_571296|2020-03-17', '|GA-EHC-030D', 'hCoV-19/USA/GA-QDX-116/2020|EPI_ISL_467846|2020-03-13', 'hCoV-19/USA/GA-QDX-1938/2020|EPI_ISL_604222|2020-03-13', '|GA-EHC-047U', '|GA-EHC-018R', 'hCoV-19/USA/GA-QDX-152/2020|EPI_ISL_467848|2020-03-13', 'hCoV-19/USA/GA-QDX-122/2020|EPI_ISL_467847|2020-03-13', 'hCoV-19/USA/GA-QDX-115/2020|EPI_ISL_467845|2020-03-13', '|GA-EHC-053A', 'hCoV-19/USA/GA-QDX-580/2020|EPI_ISL_571291|2020-03-18', 'hCoV-19/USA/GA-QDX-577/2020|EPI_ISL_571288|2020-03-18']",NODE_0000271,68,2020.1143874572526
16,GA,NON_GA,['|GA-EHC-121R'],NODE_0001443,1,2020.2182140097684
